cas_number,label,table_link,db_id,indication
,"5-ACETAMIDO-5,6-DIHYDRO-4-HYDROXY-6-ISOBUTOXY-4H-PYRAN-2-CARBOXYLIC ACID",1876X1826,,
765922-62-1,Flutemetamol (18F),1876X1861,,Flutemetamol F18 is indicated for Positron Emission Tomography (PET) imaging of the brain to estimate β amyloid neuritic plaque density in adult patients with cognitive impairment who are being evaluated for Alzheimer's disease (AD) or other causes of cognitive decline.
54-31-9,Furosemide,1877X1629,DB00695,"For the treatment of edema associated with congestive heart failure, cirrhosis of the liver, and renal disease, including the nephrotic syndrome. Also for the treatment of hypertension alone or in combination with other antihypertensive agents."
91-56-5,Isatin,1877X1670,DB02095,
5638-76-6,Betahistine,1877X1788,,For the reduction of episodes of vertigo association with Ménière's disease.
,"3,7,3',4'-TETRAHYDROXYFLAVONE",1877X1821,,
26844-12-2,Indoramin,1877X1855,,
76-75-5,Thiopental,1878X1625,DB00599,"For use as the sole anesthetic agent for brief (15 minute) procedures, for induction of anesthesia prior to administration of other anesthetic agents, to supplement regional anesthesia, to provide hypnosis during balanced anesthesia with other agents for analgesia or muscle relaxation, for the control of convulsive states during or following inhalation anesthesia or local anesthesia, in neurosurgical patients with increased intracranial pressure, and for narcoanalysis and narcosynthesis in psychiatric disorders."
,(R)-N-(1-Methyl-Hexyl)-Formamide,1878X1697,DB03061,
,Clenoliximab,1878X1779,,Investigated for use/treatment in rheumatoid arthritis.
668270-12-0,Linagliptin,1878X1852,,Linagliptin is used for the management of type 2 diabetes mellitus.
83881-51-0,Cetirizine,1879X1617,DB00341,"For the relief of symptoms associated with seasonal allergic rhinitis, perennial allergic rhinitis and the treatment of the uncomplicated skin manifestations of chronic idiopathic urticaria"
13461-01-3,Aceprometazine,1879X1655,,Aceprometazine is often used in combination with meprobamate for the treatment of sleep disorders.
,AVE-1625,1879X1770,,"Investigated for use/treatment in alzheimer's disease, obesity, and schizophrenia and schizoaffective disorders."
,"(3-EXO)-3-(10,11-DIHYDRO-5H-DIBENZO[A,D][7]ANNULEN-5-YLOXY)-8,8-DIMETHYL-8-AZONIABICYCLO[3.2.1]OCTANE",1879X1811,,
58-55-9,Theophylline,1880X1615,DB00277,"For the treatment of the symptoms and reversible airflow obstruction associated with chronic asthma and other chronic lung diseases, such as emphysema and chronic bronchitis."
,Meta Vanadate,1880X1686,DB02681,
,N-acetyl-D-glucosamine-6-phosphate,1880X1723,DB03951,
,OSI-930,1880X1774,,Investigated for use/treatment in solid tumors.
152-02-3,Levallorphan,1881X1622,DB00504,"For the complete or partial reversal of narcotic depression, including respiratory depression, induced by opioids."
,"3-Decyl-2,5-Dioxo-4-Hydroxy-3-Pyrroline",1881X1697,DB03064,
170364-57-5,Enzastaurin,1881X1783,,"Investigated for use/treatment in brain cancer, lymphoma (non-hodgkin's), and lung cancer."
,"METHYL 1-(4-{[(2,4-DIAMINOPTERIDIN-6-YL)METHYL](METHYL)AMINO}BENZOYL)PIPERIDINE-4-CARBOXYLATE",1881X1819,,
96847-54-0,Levomilnacipran,1881X1853,,Levomilnacipran is a serotonin and norepinephrine reuptake inhibitor and is indicated for the treatment of major depressive disorder (MDD).
532-77-4,Hexylcaine,2250X1621,DB00473,"Used as a local anesthetic for surface application, infiltration or nerve block"
,"Sulfamic Acid 2,3-O-(1-Methylethylidene)-4,5-O-Sulfonyl-Beta-Fructopyranose Ester",2250X1692,DB02894,
714272-27-2,Plinabulin,2250X1775,,Investigated for use/treatment in cancer/tumors (unspecified).
,"N-((1R,2R)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE",2250X1815,,
76-74-4,Pentobarbital,2251X1616,DB00312,For the short-term treatment of insomnia.
57-44-3,Barbital,2251X1651,,
,3-(Prop-2-Ene-1-Sulfinyl)-Propene-1-Thiol,2251X1692,DB02895,
221635-42-3,RH-1,2251X1727,DB04090,
850649-61-5,Alogliptin,2251X1778,,Indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.
,"5-AMINO-3-{[4-(AMINOSULFONYL)PHENYL]AMINO}-N-(2,6-DIFLUOROPHENYL)-1H-1,2,4-TRIAZOLE-1-CARBOTHIOAMIDE",2251X1816,,
,"(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-9-OL",2251X1848,,
137-58-6,Lidocaine,2252X1615,DB00281,For production of local or regional anesthesia by infiltration techniques such as percutaneous injection and intravenous regional anesthesia by peripheral nerve block techniques such as brachial plexus and intercostal and by central neural techniques such as lumbar and caudal epidural blocks.
27223-35-4,Ketazolam,2252X1654,,"Ketazolam could be used for the treatment of anxiety. In approved countries, it is indicated for the treatment of anxiety, tension, irritability and similar stress related symptoms."
35094-46-3,Adenosine 5'-[γ-thio]triphosphate,2252X1693,DB02930,
,Mesobiliverdin Iv Alpha,2252X1735,DB04363,
501081-76-1,Rilonacept,2252X1781,,"Rilonacept is currently used in the treatment of cryopyrin-associated periodic syndrome. In May 2012, an advisory panel for the FDA voted 11-0 against the use of Rilonacept for the treatment of gout."
,"N-[1-(2,6-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide",2252X1818,,
29767-20-2,Teniposide,2253X1620,DB00444,Teniposide is used for the treatment of refractory acute lymphoblastic leukaemia
,Chitotriose,2253X1730,DB04194,
,CHGN111,2253X1781,,Investigated for use/treatment in skin infections/disorders.
,"(3R,4S)-1-{6-[3-(METHYLSULFONYL)PHENYL]PYRIMIDIN-4-YL}-4-(2,4,5-TRIFLUOROPHENYL)PYRROLIDIN-3-AMINE",2253X1816,,
,RALOXIFENE CORE,2253X1849,,
15686-51-8,Clemastine,2254X1615,DB00283,"For the relief of symptoms associated with allergic rhinitis such as sneezing, rhinorrhea, pruritus and acrimation. Also for the management of mild, uncomplicated allergic skin manifestations of urticaria and angioedema. Used as self-medication for temporary relief of symptoms associated with the common cold."
36735-22-5,Quazepam,2254X1654,,Used to treat insomnia.
,5-{[(2-Amino-9h-Purin-6-Yl)Oxy]Methyl}-2-Pyrrolidinone,2254X1692,DB02898,
,Heptulose-2-Phosphate,2254X1730,DB04195,
112924-45-5,Dexanabinol,2254X1782,,Investigated for use/treatment in traumatic brain injuries and neurologic disorders.
485-35-8,Cytisine,2254X1856,,Indicated for use in smoking cessation.
88150-42-9,Amlodipine,2255X1618,DB00381,For the treatment of hypertension and chronic stable angina.
53772-83-1,Zuclopenthixol,2255X1655,DB01624,"Used in the management of acute psychoses such as mania or schizophrenia. However, the use of zuclopenthixol acetate in psychiatric emergencies as an alternative to standard treatments (haloperidol, clotiapine, etc.) should be cautioned, since well executed and documented trials of zuclopenthixol acetate for this use have yet to be conducted. Zuclopenthixol acetate is not intended for long-term use."
49863-47-0,Geneticin,2255X1732,DB04263,
135354-02-8,Xaliproden,2255X1781,,Investigated for use/treatment in amyotrophic lateral sclerosis (ALS) and alzheimer's disease.
75558-90-6,Amperozide,2255X1853,,
147-71-7,D-tartaric acid,2256X1657,DB01694,
,alpha-D-mannose 6-phosphate,2256X1692,DB02900,
55-92-5,Methacholine,2256X1787,,"It is most commonly used for diagnosing bronchial hyperreactivity, using the bronchial challenge test."
,Geranylgeranyl diphosphate,2256X1821,,
618385-01-6,Vorapaxar,2256X1856,DB09030,"Vorapaxar is indicated for the reduction of thrombotic cardiovascular events in patients with a history of myocardial infarction (MI) or peripheral arterial disease (PAD). It is usually co-administered with acetylsalicylic acid (ASA) and/or clopidogrel, and should therefore be administered as an addition to these medications as it has not been studied alone."
93479-97-1,Glimepiride,2257X1613,DB00222,For concomitant use with insulin for the treatment of noninsulin-dependent (type 2) diabetes mellitus.
33671-46-4,Clotiazepam,2257X1653,,For the treatment of anxiety disorders.
,IDD552,2257X1690,DB02834,
957255-05-9,CPG 10101,2257X1767,,"Investigated for use/treatment in hepatitis (viral, C) and viral infection."
,"N'-(6-aminopyridin-3-yl)-N-(2-cyclopentylethyl)-4-methyl-benzene-1,3-dicarboxamide",2257X1812,,
,"(2R,6S)-6-{[methyl(3,4,5-trimethoxyphenyl)amino]methyl}-1,2,5,6,7,8-hexahydroquinazoline-2,4-diamine",2257X1845,,
50-81-7,Vitamin C,2258X1610,DB00126,"Used to treat vitamin C deficiency, scurvy, delayed wound and bone healing, urine acidification, and in general as an antioxidant. It has also been suggested to be an effective antiviral agent."
51333-22-3,Budesonide,2258X1644,DB01222,"The oral capsule is used for the treatment of mild to moderate active Crohn's disease. The oral tablet is used for induction of remission in patients with active, mild to moderate ulcerative colitis. The oral inhalation formulation is used for the treatment of asthma, non-infectious rhinitis (including hay fever and other allergies), and for treatment and prevention of nasal polyposis."
,7-Hydroxy-2-Oxo-Chromene-3-Carboxylic Acid Ethyl Ester,2258X1687,DB02728,
,ADX-10061,2258X1764,,"Investigated for use/treatment in sleep disorders, smoking cessation, and substance abuse."
22131-79-9,Alclofenac,2258X1945,,"Alclofenac is indicated in rheumatology, in particular for the treatment of rheumatoid arthritis, ankylosing spondylitis and, as an analgesic, in painful arthritic pathologies."
,ISOPENTENYL PYROPHOSPHATE,2259X1745,,
,3-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}propane-1-thiol,2259X1798,,
1197953-54-0,Brigatinib,2259X1918,,"The anaplastic lymphoma kinase positive, metastatic non-small cell lung cancer (ALK+ NSCLC), represents only 3-5% of the NSCLC cancer cases, but the ALK mutation, overexpression and presence in several oncogenic fusion proteins in solid and hematologic tumors have pointed out the importance as well as its potential as a cancer therapy target.[A31311] The ALK-related cases of NSCLC are associated with the presence of the fusion gene EML4-ALK which fused the ALK protein with the echinoderm microtubule-associated protein like-4 whose original function is the correct formation of microtubules.[A31313] The presence of the aberrant fusion protein results in abnormal signaling that provokes increased cell growth, proliferation and survival.[A31316] Crizotinib is indicated for the treatment of such cases but the presence of ALK kinase domain mutations confer resistance to the treatment. Thus, brigatinib is indicated for the treatment of patients with ALK+ NSCLC with intolerance to Crizotinib.[A31314]"
158747-02-5,Frovatriptan,2260X1637,DB00998,For the acute treatment of migraine attacks with or without aura in adults.
,(Diaminomethyl-Methyl-Amino)-Acetic Acid,2260X1680,DB02490,
339186-68-4,Matuzumab,2260X1756,,"Investigated for use/treatment in cervical dysplasia/cancer, colorectal cancer, gastric cancer, and lung cancer."
,"(5E,13E)-11-HYDROXY-9,15-DIOXOPROSTA-5,13-DIEN-1-OIC ACID",2260X1801,,
58-54-8,Etacrynic acid,2261X1634,DB00903,"For the treatment of high blood pressure and edema caused by diseases like congestive heart failure, liver failure, and kidney failure."
,Dpb-T,2261X1672,DB02217,
,3-Thiaoctanoyl-Coenzyme A,2261X1707,DB03415,
4238-71-5,1-benzylimidazole,2261X1741,,
,N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,2261X1791,,
,N-{3-METHYL-5-[2-(PYRIDIN-4-YLAMINO)-ETHOXY]-PHENYL}-BENZENESULFONAMIDE,2261X1824,,
111011-63-3,Efonidipine,2261X1862,,For the treatment of hypertension.
469-62-5,Dextropropoxyphene,2262X1624,DB00647,For the relief of mild to moderate pain
,"3-[1-(3-Aminopropyl)-1h-Indol-3-Yl]-4-(1-Methyl-1h-Indol-3-Yl)-1h-Pyrrole-2,5-Dione",2262X1662,DB01946,
,Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone,2262X1699,DB03213,
177036-94-1,Ambrisentan,2262X1779,,"Ambrisentan is indicated for treatment of idiopathic (‘primary’) pulmonary arterial hypertension (IPAH) and pulmonary arterial hypertension (PAH) associated with connective tissue disease in patients with WHO functional class II or III symptoms. In the United States of America, ambrisentan is also indicated in combination with tadalafil to reduce the risks of disease progression and hospitalization for worsening PAH, and to improve exercise ability."
877399-52-5,Crizotinib,2262X1849,DB08865,Crizotinib is used for the treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) that is anaplastic-lymphoma kinase (ALK)-positive as detected by a FDA-approved test.
113-45-1,Methylphenidate,2263X1617,DB00422,"For use as an integral part of a total treatment program which typically includes other remedial measures (psychological, educational, social) for a stabilizing effect in children with a behavioral syndrome characterized by the following group of developmentally inappropriate symptoms: moderate-to-severe distractibility, short attention span, hyperactivity, emotional lability, and impulsivity."
509-60-4,Dihydromorphine,2263X1651,,Dihydromorphine is an opioid analgesic used for moderate to severe pain relief.
,"Inositol 1,3-Bisphosphate",2263X1691,DB02942,
,Fudp,2263X1724,DB04068,
794466-70-9,Vernakalant,2263X1776,,Indicated for the rapid conversion of recent onset of atrial fibrillation to sinus rhythm in adults for non-surgery patients that lasts for less than 7 days of duration and post-cardiac surgery patients with atrial fibrillation lasting less than 3 days of duration.
,"5-{[1-(2,3-dichlorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine",2263X1813,,
532-03-6,Methocarbamol,2264X1617,DB00423,"For use as an adjunct to rest, physical therapy, and other measures for the relief of discomforts associated with acute, painful musculoskeletal conditions."
,Coenzyme a Persulfide,2264X1723,DB04036,
,FavId,2264X1758,,B-cell non-Hodgkin's lymphoma
196618-13-0,Oseltamivir,2265X1610,DB00198,Oseltamivir (Tamiflu) is for the treatment of uncomplicated acute illness due to influenza infection in patients 1 year and older who have been symptomatic for no more than 2 days. It is also used for the prophylaxis of influenza in adult patients and adolescents 13 years and older.
432-60-0,Allylestrenol,2265X1647,,"Allylestrenol was designed to be used for miscarriage prevention, prevention of premature labour and has been investigated for possible use in men for treatment for benign prostatic hyperplasia."
,5-[4-(DIMETHYLAMINO)PHENYL]-6-[(6-MORPHOLIN-4-YLPYRIDIN-3-YL)ETHYNYL]PYRIMIDIN-4-AMINE,2265X1802,,
,"(5Z)-13-CHLORO-14,16-DIHYDROXY-3,4,7,8,9,10-HEXAHYDRO-1H-2-BENZOXACYCLOTETRADECINE-1,11(12H)-DIONE",2265X1834,,
675126-05-3,Dasotraline,2265X1917,DB12305,
58581-89-8,Azelastine,1866X1638,DB00972,"For the symptomatic treatment of seasonal allergic rhinitis and non-allergic rhinitis, as well as symptomatic relief of ocular itching associated with allergic conjunctivitis."
288628-05-7,Irosustat,1866X1676,DB02292,
,UP5,1866X1716,DB03664,
259074-76-5,Alfimeprase,1866X1753,,"Alfimeprase is being evaluated as a potential treatment for acute ischemic stroke, catheter occlusion (CO) and acute peripheral arterial occlusion (PAO)."
,(2R)-1-(DIMETHYLAMINO)-3-{4-[(6-{[2-FLUORO-5-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-4-YL)AMINO]PHENOXY}PROPAN-2-OL,1866X1799,,
,3-pyridin-4-yl-1H-indazole,1866X1831,,
953400-68-5,Lebrikizumab,1866X1909,DB11914,
2030-63-9,Clofazimine,1867X1634,DB00845,"For the treatment of lepromatous leprosy, including dapsone-resistant lepromatous leprosy and lepromatous leprosy complicated by erythema nodosum leprosum."
,"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Benzothiazole",1867X1704,DB03250,
,N-ACETYLHISTAMINE,1867X1744,,
,"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-PIPERAZIN-1-YL-1H-PYRAZOLE-3-CARBOXAMIDE",1867X1796,,
,Omega-3-carboxylic acids,1867X1870,,"OM3-CA is indicated as an adjunct to diet to reduce triglycerides levels in adults patients with severe hypertriglyceridemia (>500 mg/dL). The patients involved in this treatment should be laced with an appropriate lipid-lowering diet.[L2387]    Hypertriglyceridemia is defined as an elevated plasma triglyceride concentration. It is usually correlated to other secondary conditions such as poor diet, alcohol use, obesity, metabolic syndrome and type 2 diabetes.[A32630]"
