Source_label,:TYPE,Target_label,HSA,Bliss,Loewe,ZIP
Cisapride,HAS_ANTAGONISM_WITH,Azatadine,-10.5,-25.3,-10.51,-25.3
Azatadine,HAS_ANTAGONISM_WITH,Dutasteride,-10.36,-24.49,-10.36,-24.49
Dutasteride,HAS_ANTAGONISM_WITH,Azatadine,-10.36,-24.49,-10.36,-24.49
Azatadine,HAS_SYNERGISM_WITH,Acamprosate,41.26,28.45,41.26,28.45
Acamprosate,HAS_SYNERGISM_WITH,Azatadine,41.26,28.45,41.26,28.45
Azatadine,HAS_SYNERGISM_WITH,Atovaquone,15.52,2.49,15.5,2.49
Atovaquone,HAS_SYNERGISM_WITH,Azatadine,15.52,2.49,15.5,2.49
Azatadine,HAS_ANTAGONISM_WITH,Rosiglitazone,10.98,-2.27,10.97,-2.27
Rosiglitazone,HAS_ANTAGONISM_WITH,Azatadine,10.98,-2.27,10.97,-2.27
Azatadine,HAS_ANTAGONISM_WITH,Methylergometrine,-9.91,-24.62,-9.91,-24.62
Methylergometrine,HAS_ANTAGONISM_WITH,Azatadine,-9.91,-24.62,-9.91,-24.62
Azatadine,HAS_ANTAGONISM_WITH,Cevimeline,-2.38,-16.54,-2.38,-16.54
Cevimeline,HAS_ANTAGONISM_WITH,Azatadine,-2.38,-16.54,-2.38,-16.54
Azatadine,HAS_ANTAGONISM_WITH,Argatroban,-8.84,-22.91,-8.84,-22.91
Argatroban,HAS_ANTAGONISM_WITH,Azatadine,-8.84,-22.91,-8.84,-22.91
Azatadine,HAS_SYNERGISM_WITH,Azacitidine,6.03,5.33,6.03,5.33
Azacitidine,HAS_SYNERGISM_WITH,Azatadine,6.03,5.33,6.03,5.33
Azatadine,HAS_ANTAGONISM_WITH,Galantamine,-2.9,-15.98,-2.92,-15.98
Galantamine,HAS_ANTAGONISM_WITH,Azatadine,-2.9,-15.98,-2.92,-15.98
Azatadine,HAS_ANTAGONISM_WITH,Armodafinil,-10.63,-24.94,-10.63,-24.94
Armodafinil,HAS_ANTAGONISM_WITH,Azatadine,-10.63,-24.94,-10.63,-24.94
Acetohexamide,HAS_SYNERGISM_WITH,Albendazole,14.31,11.86,14.3,11.86
Albendazole,HAS_SYNERGISM_WITH,Acetohexamide,14.31,11.86,14.3,11.86
Acetohexamide,HAS_ANTAGONISM_WITH,Dronedarone,-16.3,-29.39,-16.32,-29.39
Dronedarone,HAS_ANTAGONISM_WITH,Acetohexamide,-16.3,-29.39,-16.32,-29.39
Acetohexamide,HAS_ANTAGONISM_WITH,Ramelteon,-10.69,-24.77,-10.69,-24.77
Ramelteon,HAS_ANTAGONISM_WITH,Acetohexamide,-10.69,-24.77,-10.69,-24.77
Acetohexamide,HAS_ANTAGONISM_WITH,Amantadine,12.63,-2.07,12.63,-2.07
Amantadine,HAS_ANTAGONISM_WITH,Acetohexamide,12.63,-2.07,12.63,-2.07
Acetohexamide,HAS_ANTAGONISM_WITH,Theophylline,6.69,-8.27,6.69,-8.27
Theophylline,HAS_ANTAGONISM_WITH,Acetohexamide,6.69,-8.27,6.69,-8.27
Acetohexamide,HAS_ANTAGONISM_WITH,Tolvaptan,-14.97,-29.3,-14.97,-29.3
Tolvaptan,HAS_ANTAGONISM_WITH,Acetohexamide,-14.97,-29.3,-14.97,-29.3
Acetohexamide,HAS_ANTAGONISM_WITH,Sorafenib,3.94,-8.51,3.94,-8.51
Sorafenib,HAS_ANTAGONISM_WITH,Acetohexamide,3.94,-8.51,3.94,-8.51
Acetohexamide,HAS_ANTAGONISM_WITH,Amodiaquine,-8.34,-22.44,-8.35,-22.44
Amodiaquine,HAS_ANTAGONISM_WITH,Acetohexamide,-8.34,-22.44,-8.35,-22.44
Acetohexamide,HAS_ANTAGONISM_WITH,Amoxapine,-14.34,-27.96,-14.35,-27.96
Amoxapine,HAS_ANTAGONISM_WITH,Acetohexamide,-14.34,-27.96,-14.35,-27.96
Acetohexamide,HAS_ANTAGONISM_WITH,Anastrozole,-10.07,-24.13,-10.09,-24.13
Anastrozole,HAS_ANTAGONISM_WITH,Acetohexamide,-10.07,-24.13,-10.09,-24.13
Acetohexamide,HAS_ANTAGONISM_WITH,Lacosamide,3.99,-9.84,3.99,-9.84
Lacosamide,HAS_ANTAGONISM_WITH,Acetohexamide,3.99,-9.84,3.99,-9.84
Acetohexamide,HAS_ANTAGONISM_WITH,2-(4-(2-HYDROXY-3-(ISOPROPYLAMINO)PROPOXY)PHENYL)ETHANAMIDE,0.83,-13.73,0.82,-13.73
2-(4-(2-HYDROXY-3-(ISOPROPYLAMINO)PROPOXY)PHENYL)ETHANAMIDE,HAS_ANTAGONISM_WITH,Acetohexamide,0.83,-13.73,0.82,-13.73
Acetohexamide,HAS_ANTAGONISM_WITH,Baclofen,-0.77,-15.1,-0.77,-15.1
Baclofen,HAS_ANTAGONISM_WITH,Acetohexamide,-0.77,-15.1,-0.77,-15.1
Acetohexamide,HAS_SYNERGISM_WITH,Auranofin,7.24,6.09,7.21,6.09
Auranofin,HAS_SYNERGISM_WITH,Acetohexamide,7.24,6.09,7.21,6.09
Acetohexamide,HAS_ANTAGONISM_WITH,Bumetanide,4.81,-9.2,4.8,-9.2
Bumetanide,HAS_ANTAGONISM_WITH,Acetohexamide,4.81,-9.2,4.8,-9.2
Acetohexamide,HAS_ANTAGONISM_WITH,Buspirone,-2.22,-16.45,-2.24,-16.45
Buspirone,HAS_ANTAGONISM_WITH,Acetohexamide,-2.22,-16.45,-2.24,-16.45
Acetohexamide,HAS_ANTAGONISM_WITH,Carisoprodol,7.29,-6.61,7.29,-6.61
Carisoprodol,HAS_ANTAGONISM_WITH,Acetohexamide,7.29,-6.61,7.29,-6.61
Acetohexamide,HAS_ANTAGONISM_WITH,Carmustine,-3.43,-18.35,-3.45,-18.35
Carmustine,HAS_ANTAGONISM_WITH,Acetohexamide,-3.43,-18.35,-3.45,-18.35
Acetohexamide,HAS_ANTAGONISM_WITH,Levamisole,-10.54,-24.78,-10.54,-24.78
Levamisole,HAS_ANTAGONISM_WITH,Acetohexamide,-10.54,-24.78,-10.54,-24.78
Acetohexamide,HAS_ANTAGONISM_WITH,Chloroquine,-10.29,-22.97,-10.29,-22.97
Chloroquine,HAS_ANTAGONISM_WITH,Acetohexamide,-10.29,-22.97,-10.29,-22.97
Acetohexamide,HAS_SYNERGISM_WITH,Chlorzoxazone,5.61,0.11,5.61,0.11
Chlorzoxazone,HAS_SYNERGISM_WITH,Acetohexamide,5.61,0.11,5.61,0.11
Acetohexamide,HAS_SYNERGISM_WITH,Tamoxifen,27.44,15.08,27.43,15.08
Tamoxifen,HAS_SYNERGISM_WITH,Acetohexamide,27.44,15.08,27.43,15.08
Acetohexamide,HAS_ANTAGONISM_WITH,Citalopram,4.33,-9.63,4.33,-9.63
Citalopram,HAS_ANTAGONISM_WITH,Acetohexamide,4.33,-9.63,4.33,-9.63
Acetohexamide,HAS_ANTAGONISM_WITH,Clofibrate,5.26,-9.24,5.25,-9.24
Clofibrate,HAS_ANTAGONISM_WITH,Acetohexamide,5.26,-9.24,5.25,-9.24
Acetohexamide,HAS_ANTAGONISM_WITH,Maraviroc,-5.4,-19.91,-5.41,-19.91
Maraviroc,HAS_ANTAGONISM_WITH,Acetohexamide,-5.4,-19.91,-5.41,-19.91
Acetohexamide,HAS_ANTAGONISM_WITH,Eflornithine,-14.03,-27.64,-14.03,-27.64
Eflornithine,HAS_ANTAGONISM_WITH,Acetohexamide,-14.03,-27.64,-14.03,-27.64
Acetohexamide,HAS_SYNERGISM_WITH,Diazoxide,6.22,5.33,6.22,5.33
Diazoxide,HAS_SYNERGISM_WITH,Acetohexamide,6.22,5.33,6.22,5.33
Acetohexamide,HAS_ANTAGONISM_WITH,Nizatidine,-7.17,-20.17,-7.17,-20.17
Nizatidine,HAS_ANTAGONISM_WITH,Acetohexamide,-7.17,-20.17,-7.17,-20.17
Acetohexamide,HAS_SYNERGISM_WITH,Orlistat,48.58,34.48,48.56,34.48
Orlistat,HAS_SYNERGISM_WITH,Acetohexamide,48.58,34.48,48.56,34.48
Acetohexamide,HAS_SYNERGISM_WITH,Quinine,39.96,30.64,39.96,30.64
Quinine,HAS_SYNERGISM_WITH,Acetohexamide,39.96,30.64,39.96,30.64
Acetohexamide,HAS_ANTAGONISM_WITH,Asenapine,-9.38,-23.74,-9.4,-23.74
Asenapine,HAS_ANTAGONISM_WITH,Acetohexamide,-9.38,-23.74,-9.4,-23.74
Acetohexamide,HAS_ANTAGONISM_WITH,Diclofenamide,-15.8,-29.09,-15.8,-29.09
Diclofenamide,HAS_ANTAGONISM_WITH,Acetohexamide,-15.8,-29.09,-15.8,-29.09
Acetohexamide,HAS_ANTAGONISM_WITH,Diethylcarbamazine,-5.1,-18.97,-5.11,-18.97
Diethylcarbamazine,HAS_ANTAGONISM_WITH,Acetohexamide,-5.1,-18.97,-5.11,-18.97
Acetohexamide,HAS_ANTAGONISM_WITH,Diphenidol,-4.66,-18.96,-4.67,-18.96
Diphenidol,HAS_ANTAGONISM_WITH,Acetohexamide,-4.66,-18.96,-4.67,-18.96
Acetohexamide,HAS_ANTAGONISM_WITH,Dipyridamole,-28.06,-34.68,-28.07,-34.68
Dipyridamole,HAS_ANTAGONISM_WITH,Acetohexamide,-28.06,-34.68,-28.07,-34.68
Acetohexamide,HAS_SYNERGISM_WITH,Disulfiram,5.22,3.33,5.19,3.33
Disulfiram,HAS_SYNERGISM_WITH,Acetohexamide,5.22,3.33,5.19,3.33
Acetohexamide,HAS_SYNERGISM_WITH,Valproic Acid,27.85,15.1,27.84,15.1
Valproic Acid,HAS_SYNERGISM_WITH,Acetohexamide,27.85,15.1,27.84,15.1
Acetohexamide,HAS_ANTAGONISM_WITH,Doxapram,-9.65,-22.43,-9.65,-22.43
Doxapram,HAS_ANTAGONISM_WITH,Acetohexamide,-9.65,-22.43,-9.65,-22.43
Acetohexamide,HAS_ANTAGONISM_WITH,Doxorubicin,-0.14,-0.83,-0.23,-0.83
Doxorubicin,HAS_ANTAGONISM_WITH,Acetohexamide,-0.14,-0.83,-0.23,-0.83
Acetohexamide,HAS_ANTAGONISM_WITH,Enoxacin,0.19,-14.81,0.18,-14.81
Enoxacin,HAS_ANTAGONISM_WITH,Acetohexamide,0.19,-14.81,0.18,-14.81
Acetohexamide,HAS_ANTAGONISM_WITH,Felbamate,-14.63,-27.57,-14.63,-27.57
Felbamate,HAS_ANTAGONISM_WITH,Acetohexamide,-14.63,-27.57,-14.63,-27.57
Acetohexamide,HAS_ANTAGONISM_WITH,Fenoprofen,-9.93,-22.33,-9.95,-22.33
Fenoprofen,HAS_ANTAGONISM_WITH,Acetohexamide,-9.93,-22.33,-9.95,-22.33
Acetohexamide,HAS_ANTAGONISM_WITH,Flumazenil,-8.5,-22.94,-8.5,-22.94
Flumazenil,HAS_ANTAGONISM_WITH,Acetohexamide,-8.5,-22.94,-8.5,-22.94
Acetohexamide,HAS_ANTAGONISM_WITH,Fluorouracil,-2.34,-11.56,-2.37,-11.56
Fluorouracil,HAS_ANTAGONISM_WITH,Acetohexamide,-2.34,-11.56,-2.37,-11.56
Acetohexamide,HAS_ANTAGONISM_WITH,Flutamide,-17.41,-30.24,-17.41,-30.24
Flutamide,HAS_ANTAGONISM_WITH,Acetohexamide,-17.41,-30.24,-17.41,-30.24
Acetohexamide,HAS_ANTAGONISM_WITH,Fomepizole,-8.36,-22.56,-8.36,-22.56
Fomepizole,HAS_ANTAGONISM_WITH,Acetohexamide,-8.36,-22.56,-8.36,-22.56
Acetohexamide,HAS_ANTAGONISM_WITH,Gabapentin,-6.44,-19.5,-6.45,-19.5
Gabapentin,HAS_ANTAGONISM_WITH,Acetohexamide,-6.44,-19.5,-6.45,-19.5
Acetohexamide,HAS_SYNERGISM_WITH,Guanfacine,57.41,43.25,57.41,43.25
Guanfacine,HAS_SYNERGISM_WITH,Acetohexamide,57.41,43.25,57.41,43.25
Acetohexamide,HAS_SYNERGISM_WITH,Hydralazine,21.8,10.36,21.79,10.36
Hydralazine,HAS_SYNERGISM_WITH,Acetohexamide,21.8,10.36,21.79,10.36
Acetohexamide,HAS_ANTAGONISM_WITH,Hydroxychloroquine,-9.17,-22.12,-9.17,-22.12
Hydroxychloroquine,HAS_ANTAGONISM_WITH,Acetohexamide,-9.17,-22.12,-9.17,-22.12
Acetohexamide,HAS_ANTAGONISM_WITH,Hydroxyurea,-0.22,-0.75,-0.22,-0.75
Hydroxyurea,HAS_ANTAGONISM_WITH,Acetohexamide,-0.22,-0.75,-0.22,-0.75
Acetohexamide,HAS_SYNERGISM_WITH,Imipramine,22.81,8.6,22.81,8.6
Imipramine,HAS_SYNERGISM_WITH,Acetohexamide,22.81,8.6,22.81,8.6
Acetohexamide,HAS_SYNERGISM_WITH,Ribavirin,3.25,1.68,3.25,1.68
Ribavirin,HAS_SYNERGISM_WITH,Acetohexamide,3.25,1.68,3.25,1.68
Acetohexamide,HAS_ANTAGONISM_WITH,Isoniazid,0.92,-12.81,0.92,-12.81
Isoniazid,HAS_ANTAGONISM_WITH,Acetohexamide,0.92,-12.81,0.92,-12.81
Acetohexamide,HAS_ANTAGONISM_WITH,Isoprenaline,-59.2,-65.31,-59.22,-65.31
Isoprenaline,HAS_ANTAGONISM_WITH,Acetohexamide,-59.2,-65.31,-59.22,-65.31
Acetohexamide,HAS_ANTAGONISM_WITH,Guanadrel,3.11,-11.16,3.11,-11.16
Guanadrel,HAS_ANTAGONISM_WITH,Acetohexamide,3.11,-11.16,3.11,-11.16
Acetohexamide,HAS_ANTAGONISM_WITH,Bortezomib,-1.57,-1.96,-1.64,-1.96
Bortezomib,HAS_ANTAGONISM_WITH,Acetohexamide,-1.57,-1.96,-1.64,-1.96
Acetohexamide,HAS_ANTAGONISM_WITH,Lamotrigine,-14.42,-28.04,-14.42,-28.04
Lamotrigine,HAS_ANTAGONISM_WITH,Acetohexamide,-14.42,-28.04,-14.42,-28.04
Acetohexamide,HAS_ANTAGONISM_WITH,Lansoprazole,-9.86,-20.66,-9.87,-20.66
Lansoprazole,HAS_ANTAGONISM_WITH,Acetohexamide,-9.86,-20.66,-9.87,-20.66
Acetohexamide,HAS_ANTAGONISM_WITH,Methyldopa,-8.27,-23.26,-8.27,-23.26
Methyldopa,HAS_ANTAGONISM_WITH,Acetohexamide,-8.27,-23.26,-8.27,-23.26
Acetohexamide,HAS_SYNERGISM_WITH,Leflunomide,9.72,8.01,9.72,8.01
Leflunomide,HAS_SYNERGISM_WITH,Acetohexamide,9.72,8.01,9.72,8.01
Acetohexamide,HAS_ANTAGONISM_WITH,Loperamide,-3.91,-17.63,-3.91,-17.63
Loperamide,HAS_ANTAGONISM_WITH,Acetohexamide,-3.91,-17.63,-3.91,-17.63
Acetohexamide,HAS_ANTAGONISM_WITH,Maprotiline,4.62,-2.9,4.6,-2.9
Maprotiline,HAS_ANTAGONISM_WITH,Acetohexamide,4.62,-2.9,4.6,-2.9
Acetohexamide,HAS_ANTAGONISM_WITH,Mebendazole,-10.48,-24.72,-10.49,-24.72
Mebendazole,HAS_ANTAGONISM_WITH,Acetohexamide,-10.48,-24.72,-10.49,-24.72
Acetohexamide,HAS_ANTAGONISM_WITH,Mecamylamine,-7.66,-21.85,-7.67,-21.85
Mecamylamine,HAS_ANTAGONISM_WITH,Acetohexamide,-7.66,-21.85,-7.67,-21.85
Acetohexamide,HAS_ANTAGONISM_WITH,Meclofenamic acid,-20.07,-29.89,-20.07,-29.89
Meclofenamic acid,HAS_ANTAGONISM_WITH,Acetohexamide,-20.07,-29.89,-20.07,-29.89
Acetohexamide,HAS_ANTAGONISM_WITH,Mefloquine,-0.36,-1.06,-0.37,-1.06
Mefloquine,HAS_ANTAGONISM_WITH,Acetohexamide,-0.36,-1.06,-0.37,-1.06
Acetohexamide,HAS_ANTAGONISM_WITH,Memantine,1.95,-12.07,1.94,-12.07
Memantine,HAS_ANTAGONISM_WITH,Acetohexamide,1.95,-12.07,1.94,-12.07
Acetohexamide,HAS_ANTAGONISM_WITH,Mephenytoin,-11.21,-25.82,-11.21,-25.82
Mephenytoin,HAS_ANTAGONISM_WITH,Acetohexamide,-11.21,-25.82,-11.21,-25.82
Acetohexamide,HAS_SYNERGISM_WITH,Mesalazine,25.77,12.12,25.76,12.12
Mesalazine,HAS_SYNERGISM_WITH,Acetohexamide,25.77,12.12,25.76,12.12
Acetohexamide,HAS_ANTAGONISM_WITH,Metformin,5.72,-8.65,5.71,-8.65
Metformin,HAS_ANTAGONISM_WITH,Acetohexamide,5.72,-8.65,5.71,-8.65
Acetohexamide,HAS_ANTAGONISM_WITH,Methyclothiazide,-9.88,-24.15,-9.89,-24.15
Methyclothiazide,HAS_ANTAGONISM_WITH,Acetohexamide,-9.88,-24.15,-9.89,-24.15
Acetohexamide,HAS_ANTAGONISM_WITH,Metronidazole,-6.04,-20.18,-6.05,-20.18
Metronidazole,HAS_ANTAGONISM_WITH,Acetohexamide,-6.04,-20.18,-6.05,-20.18
Acetohexamide,HAS_ANTAGONISM_WITH,Acarbose,-4.06,-18.44,-4.07,-18.44
Acarbose,HAS_ANTAGONISM_WITH,Acetohexamide,-4.06,-18.44,-4.07,-18.44
Acetohexamide,HAS_ANTAGONISM_WITH,Milrinone,-11.66,-25.66,-11.67,-25.66
Milrinone,HAS_ANTAGONISM_WITH,Acetohexamide,-11.66,-25.66,-11.67,-25.66
Acetohexamide,HAS_ANTAGONISM_WITH,Minoxidil,-5.07,-19.3,-5.08,-19.3
Minoxidil,HAS_ANTAGONISM_WITH,Acetohexamide,-5.07,-19.3,-5.08,-19.3
Acetohexamide,HAS_SYNERGISM_WITH,Mitotane,6.53,2.05,6.53,2.05
Mitotane,HAS_SYNERGISM_WITH,Acetohexamide,6.53,2.05,6.53,2.05
Acetohexamide,HAS_ANTAGONISM_WITH,Mitoxantrone,-7.77,-8.14,-7.82,-8.14
Mitoxantrone,HAS_ANTAGONISM_WITH,Acetohexamide,-7.77,-8.14,-7.82,-8.14
Acetohexamide,HAS_ANTAGONISM_WITH,Sitagliptin,-8.29,-22.26,-8.3,-22.26
Sitagliptin,HAS_ANTAGONISM_WITH,Acetohexamide,-8.29,-22.26,-8.3,-22.26
Acetohexamide,HAS_ANTAGONISM_WITH,Pentostatin,-11.44,-25.46,-11.44,-25.46
Pentostatin,HAS_ANTAGONISM_WITH,Acetohexamide,-11.44,-25.46,-11.44,-25.46
Acetohexamide,HAS_SYNERGISM_WITH,Digitoxin,6.3,5.64,6.21,5.64
Digitoxin,HAS_SYNERGISM_WITH,Acetohexamide,6.3,5.64,6.21,5.64
Acetohexamide,HAS_ANTAGONISM_WITH,Abacavir,5.73,-7.57,5.73,-7.57
Abacavir,HAS_ANTAGONISM_WITH,Acetohexamide,5.73,-7.57,5.73,-7.57
Acetohexamide,HAS_ANTAGONISM_WITH,Miglitol,-3.3,-17.46,-3.3,-17.46
Miglitol,HAS_ANTAGONISM_WITH,Acetohexamide,-3.3,-17.46,-3.3,-17.46
Acetohexamide,HAS_ANTAGONISM_WITH,Metyrosine,5.38,-7.95,5.37,-7.95
Metyrosine,HAS_ANTAGONISM_WITH,Acetohexamide,5.38,-7.95,5.37,-7.95
Acetohexamide,HAS_ANTAGONISM_WITH,Tacrolimus,-10.03,-22.94,-10.03,-22.94
Tacrolimus,HAS_ANTAGONISM_WITH,Acetohexamide,-10.03,-22.94,-10.03,-22.94
Acetohexamide,HAS_SYNERGISM_WITH,Cerivastatin,3.6,2.96,3.52,2.96
Cerivastatin,HAS_SYNERGISM_WITH,Acetohexamide,3.6,2.96,3.52,2.96
Acetohexamide,HAS_SYNERGISM_WITH,Mycophenolic acid,4.33,3.52,4.33,3.52
Mycophenolic acid,HAS_SYNERGISM_WITH,Acetohexamide,4.33,3.52,4.33,3.52
Acetohexamide,HAS_SYNERGISM_WITH,Eptifibatide,20.06,5.07,20.06,5.07
Eptifibatide,HAS_SYNERGISM_WITH,Acetohexamide,20.06,5.07,20.06,5.07
Acetohexamide,HAS_ANTAGONISM_WITH,Nisoldipine,-8.02,-22.18,-8.04,-22.18
Nisoldipine,HAS_ANTAGONISM_WITH,Acetohexamide,-8.02,-22.18,-8.04,-22.18
Acetohexamide,HAS_SYNERGISM_WITH,Oxyphenbutazone,3.41,3.01,3.41,3.01
Oxyphenbutazone,HAS_SYNERGISM_WITH,Acetohexamide,3.41,3.01,3.41,3.01
Acetohexamide,HAS_ANTAGONISM_WITH,Aminosalicylic Acid,-20.13,-32.37,-20.13,-32.37
Aminosalicylic Acid,HAS_ANTAGONISM_WITH,Acetohexamide,-20.13,-32.37,-20.13,-32.37
Acetohexamide,HAS_ANTAGONISM_WITH,Pamidronate,-9.82,-20.82,-9.83,-20.82
Pamidronate,HAS_ANTAGONISM_WITH,Acetohexamide,-9.82,-20.82,-9.83,-20.82
Acetohexamide,HAS_ANTAGONISM_WITH,Pargyline,-8.23,-22.88,-8.23,-22.88
Pargyline,HAS_ANTAGONISM_WITH,Acetohexamide,-8.23,-22.88,-8.23,-22.88
Acetohexamide,HAS_ANTAGONISM_WITH,Primidone,2.84,-11.32,2.84,-11.32
Primidone,HAS_ANTAGONISM_WITH,Acetohexamide,2.84,-11.32,2.84,-11.32
Acetohexamide,HAS_ANTAGONISM_WITH,Probenecid,-6.29,-20.84,-6.29,-20.84
Probenecid,HAS_ANTAGONISM_WITH,Acetohexamide,-6.29,-20.84,-6.29,-20.84
Acetohexamide,HAS_ANTAGONISM_WITH,Probucol,-8.34,-22.43,-8.34,-22.43
Probucol,HAS_ANTAGONISM_WITH,Acetohexamide,-8.34,-22.43,-8.34,-22.43
Acetohexamide,HAS_ANTAGONISM_WITH,Procarbazine,-5.51,-19.57,-5.51,-19.57
Procarbazine,HAS_ANTAGONISM_WITH,Acetohexamide,-5.51,-19.57,-5.51,-19.57
Acetohexamide,HAS_ANTAGONISM_WITH,Riluzole,-6.73,-21.29,-6.74,-21.29
Riluzole,HAS_ANTAGONISM_WITH,Acetohexamide,-6.73,-21.29,-6.74,-21.29
Acetohexamide,HAS_ANTAGONISM_WITH,Risperidone,-4.81,-18.76,-4.83,-18.76
Risperidone,HAS_ANTAGONISM_WITH,Acetohexamide,-4.81,-18.76,-4.83,-18.76
Acetohexamide,HAS_ANTAGONISM_WITH,Miglustat,4.96,-9.85,4.96,-9.85
Miglustat,HAS_ANTAGONISM_WITH,Acetohexamide,4.96,-9.85,4.96,-9.85
Acetohexamide,HAS_ANTAGONISM_WITH,Entacapone,6.61,-7.54,6.6,-7.54
Entacapone,HAS_ANTAGONISM_WITH,Acetohexamide,6.61,-7.54,6.6,-7.54
Acetohexamide,HAS_SYNERGISM_WITH,Acitretin,21.63,12.23,21.61,12.23
Acitretin,HAS_SYNERGISM_WITH,Acetohexamide,21.63,12.23,21.61,12.23
Acetohexamide,HAS_SYNERGISM_WITH,Levetiracetam,33.74,19.46,33.74,19.46
Levetiracetam,HAS_SYNERGISM_WITH,Acetohexamide,33.74,19.46,33.74,19.46
Acetohexamide,HAS_ANTAGONISM_WITH,Nabilone,-5.17,-16.15,-5.17,-16.15
Nabilone,HAS_ANTAGONISM_WITH,Acetohexamide,-5.17,-16.15,-5.17,-16.15
Acetohexamide,HAS_ANTAGONISM_WITH,Topiramate,-8.03,-21.93,-8.03,-21.93
Topiramate,HAS_ANTAGONISM_WITH,Acetohexamide,-8.03,-21.93,-8.03,-21.93
Acetohexamide,HAS_SYNERGISM_WITH,Imatinib,8.06,6.82,8.04,6.82
Imatinib,HAS_SYNERGISM_WITH,Acetohexamide,8.06,6.82,8.04,6.82
Acetohexamide,HAS_SYNERGISM_WITH,Vorinostat,3.23,2.53,3.2,2.53
Vorinostat,HAS_SYNERGISM_WITH,Acetohexamide,3.23,2.53,3.2,2.53
Acetohexamide,HAS_ANTAGONISM_WITH,Dexmedetomidine,3.13,-11.17,3.11,-11.17
Dexmedetomidine,HAS_ANTAGONISM_WITH,Acetohexamide,3.13,-11.17,3.11,-11.17
Acetohexamide,HAS_SYNERGISM_WITH,Iloprost,23.72,9.63,23.7,9.63
Iloprost,HAS_SYNERGISM_WITH,Acetohexamide,23.72,9.63,23.7,9.63
Acetohexamide,HAS_ANTAGONISM_WITH,Nateglinide,-0.03,-14.42,-0.04,-14.42
Nateglinide,HAS_ANTAGONISM_WITH,Acetohexamide,-0.03,-14.42,-0.04,-14.42
Acetohexamide,HAS_ANTAGONISM_WITH,Fluvoxamine,1.84,-11.83,1.83,-11.83
Fluvoxamine,HAS_ANTAGONISM_WITH,Acetohexamide,1.84,-11.83,1.83,-11.83
Acetohexamide,HAS_ANTAGONISM_WITH,Sunitinib,6.31,-7.1,6.29,-7.1
Sunitinib,HAS_ANTAGONISM_WITH,Acetohexamide,6.31,-7.1,6.29,-7.1
Acetohexamide,HAS_ANTAGONISM_WITH,Sulfinpyrazone,-8.79,-23.82,-8.79,-23.82
Sulfinpyrazone,HAS_ANTAGONISM_WITH,Acetohexamide,-8.79,-23.82,-8.79,-23.82
Acetohexamide,HAS_ANTAGONISM_WITH,Sumatriptan,5.53,-9.42,5.53,-9.42
Sumatriptan,HAS_ANTAGONISM_WITH,Acetohexamide,5.53,-9.42,5.53,-9.42
Acetohexamide,HAS_ANTAGONISM_WITH,Naltrexone,6.55,-7.38,6.55,-7.38
Naltrexone,HAS_ANTAGONISM_WITH,Acetohexamide,6.55,-7.38,6.55,-7.38
Acetohexamide,HAS_ANTAGONISM_WITH,Dextromethorphan,-7.94,-17.21,-7.94,-17.21
Dextromethorphan,HAS_ANTAGONISM_WITH,Acetohexamide,-7.94,-17.21,-7.94,-17.21
Acetohexamide,HAS_ANTAGONISM_WITH,Terazosin,-4.07,-18.33,-4.08,-18.33
Terazosin,HAS_ANTAGONISM_WITH,Acetohexamide,-4.07,-18.33,-4.08,-18.33
Acetohexamide,HAS_ANTAGONISM_WITH,Thalidomide,4.82,-9.2,4.82,-9.2
Thalidomide,HAS_ANTAGONISM_WITH,Acetohexamide,4.82,-9.2,4.82,-9.2
Acetohexamide,HAS_ANTAGONISM_WITH,Enalaprilat,9.3,-5.76,9.29,-5.76
Enalaprilat,HAS_ANTAGONISM_WITH,Acetohexamide,9.3,-5.76,9.29,-5.76
Acetohexamide,HAS_ANTAGONISM_WITH,Tetracycline,6.29,-7.24,6.29,-7.24
Tetracycline,HAS_ANTAGONISM_WITH,Acetohexamide,6.29,-7.24,6.29,-7.24
Acetohexamide,HAS_ANTAGONISM_WITH,Phenprocoumon,-10.53,-24.19,-10.53,-24.19
Phenprocoumon,HAS_ANTAGONISM_WITH,Acetohexamide,-10.53,-24.19,-10.53,-24.19
Acetohexamide,HAS_ANTAGONISM_WITH,Teriflunomide,-26.39,-37.28,-26.39,-37.28
Teriflunomide,HAS_ANTAGONISM_WITH,Acetohexamide,-26.39,-37.28,-26.39,-37.28
Acetohexamide,HAS_ANTAGONISM_WITH,Aliskiren,-10.89,-24.87,-10.9,-24.87
Aliskiren,HAS_ANTAGONISM_WITH,Acetohexamide,-10.89,-24.87,-10.9,-24.87
Acetohexamide,HAS_ANTAGONISM_WITH,Tolazoline,7.93,-3.98,7.92,-3.98
Tolazoline,HAS_ANTAGONISM_WITH,Acetohexamide,7.93,-3.98,7.92,-3.98
Acetohexamide,HAS_ANTAGONISM_WITH,Tranexamic Acid,1.18,-11.48,1.16,-11.48
Tranexamic Acid,HAS_ANTAGONISM_WITH,Acetohexamide,1.18,-11.48,1.16,-11.48
Acetohexamide,HAS_ANTAGONISM_WITH,Itraconazole,-10.95,-24.09,-10.95,-24.09
Itraconazole,HAS_ANTAGONISM_WITH,Acetohexamide,-10.95,-24.09,-10.95,-24.09
Acetohexamide,HAS_ANTAGONISM_WITH,Tranylcypromine,-8.8,-23.17,-8.81,-23.17
